Park,Restaurant,Item,Price,Details,Ratings,Review_Count,Image_URL,Meal
Islands of Adventure,CAFE4,Jumbo Pepperoni Slice Combo,$21.59 ,"mozzarella, pepperoni, tomato sauce, house-made dough served with a side Caesar salad and a fountain drink",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Jumbo Pepperoni Slice Platter,$17.09 ,"mozzarella, pepperoni, tomato sauce, house-made dough served with a side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Whole Pepperoni Pizza,$42.99 ,"mozzarella, pepperoni, tomato sauce, house-made dough",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Jumbo Cheese Slice Combo,$20.89 ,"mozzarella, tomato sauce, house-made dough served with a side Caesar salad and a fountain drink",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Jumbo Cheese Slice Platter,$16.39 ,"mozzarella, tomato sauce, house-made dough served with a side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Whole Cheese Pizza,$38.99 ,"mozzarella, tomato sauce, house-made dough",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Chicken Caesar Salad Combo,$19.49 ,"roasted chicken breast, romaine lettuce, Caesar dressing, croutons, parmesan cheese, garlic knot, served with a fountain drink",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Chicken Caesar Salad Platter,$14.99 ,"roasted chicken breast, romaine lettuce, Caesar dressing, croutons, parmesan cheese, garlic knot",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Side Caesar Salad,$6.99 ,"romaine lettuce, Caesar dressing, croutons, parmesan cheese",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Garlic Knots With Marinara,$4.99 ,"house-made dough, garlic herb butter, marinara sauce",,,,Lunch/Dinner
Islands of Adventure,CAFE4,S'mores Cookie,$6.29 ,"chocolate chips, toasted marshmallow and graham cracker crumbs",,,,Dessert
Islands of Adventure,CAFE4,Superhero Cheesecake Cup,$9.99 ,"layered NY cheesecake, cake crumbles, whipped topping, mixed berry compote, topped with macaron shield",,,,Dessert
Islands of Adventure,CAFE4,Watermelon Bowl,$6.29 ,,,,,Side
Islands of Adventure,CAFE4,Pineapple Bowl,$6.29 ,,,,,Side
Islands of Adventure,CAFE4,Coca-Cola Freestyle® Souvenir Cup,$19.99 ,"Enjoy more than 100 drink choices and refills thru the day* with the Coca-Cola Freestyle® souvenir cup. Get 3–6 souvenir cups for $15.99 each, 2 for $17.99 each, or 1 for $19.99 at participating Coca-Cola Freestyle® locations.*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.",,,,Beverage
Islands of Adventure,CAFE4,Extra day of refills for Freestyle® Cup,$12.99 ,Add an extra day of refills thru the day* to your previously purchased Coca-Cola Freestyle® Souvenir Cup*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.,,,,Beverage
Islands of Adventure,CAFE4,Fountain Drinks,$4.79 ,"Coca Cola, Coke Zero Sugar, Diet Coke, Sprite, Lemonade, Gold Peak Iced Tea",,,,Beverage
Islands of Adventure,CAFE4,Premium Bottled Water,$6.00 ,,,,,Beverage
Islands of Adventure,CAFE4,Powerade,$5.05 ,"Fruit Punch, Mountain Berry Blast",,,,Beverage
Islands of Adventure,CAFE4,Minute Maid Juice,$4.29 ,"apple, orange",,,,Beverage
Islands of Adventure,CAFE4,Bottled Milk,$4.49 ,"2%, chocolate",,,,Beverage
Islands of Adventure,CAFE4,Hot Drinks,$4.79 ,"coffee, decaf, hot cocoa, hot tea",,,,Beverage
Islands of Adventure,CAFE4,Draft Beer,$11.50 ,Modelo - $12.50Michelob Ultra/Yuengling - $11.50,,,,Beverage
Islands of Adventure,CAFE4,Souvenir Pilsner,$14.50 ,Modelo - $15.50Michelob Ultra/Yuengling - $14.50,,,,Beverage
Islands of Adventure,CAFE4,Canned Beer,$10.75 ,Miller Lite - $10.75Athletic Brewing - $10.75,,,,Beverage
Islands of Adventure,CAFE4,High Noon Pineapple Seltzer,$13.00 ,,,,,Beverage
Islands of Adventure,DR. SUGRUE,Mediterranean Beef Kebab Bowl Combo,$20.49 ,"chermoula marinade, romaine lettuce, red onions, cucumbers, tomatoes, kalamata olives, feta cheese, ajvar sauce, pita bread and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,DR. SUGRUE,Mediterranean Chicken Kebab Bowl Combo,$19.49 ,"chermoula marinade, romaine lettuce, red onions, cucumbers, tomatoes, kalamata olives, feta cheese, ajvar sauce, pita bread and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,DR. SUGRUE,Mediterranean Vegan Meatball Kebab Bowl Combo,$14.99 ,"chermoula marinade, romaine lettuce, red onions, cucumbers, tomatoes, kalamata olives, feta cheese, ajvar sauce, pita bread and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,DR. SUGRUE,Greek Salad Combo,$15.49 ,"romaine lettuce, red onions, cucumbers, tomatoes, kalamata olives, feta cheese, ajvar sauce, Greek dressing, pita bread and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,DR. SUGRUE,Greek Salad,$10.99 ,"romaine lettuce, red onions, cucumbers, tomatoes, kalamata olives, feta cheese, ajvar sauce, Greek dressing, pita bread",,,,Lunch/Dinner
Islands of Adventure,DR. SUGRUE,Hummus,$5.29 ,"garbanzo purée, garlic, lemon, tahini and pita chips",,,,Lunch/Dinner
Islands of Adventure,DR. SUGRUE,Dubai Chocolate Brownie,$7.49 ,"fudge brownie, pistachio cream, toasted kataifi, chocolate ganache",,,,Dessert
Islands of Adventure,DR. SUGRUE,Chips,$4.99 ,"choice of plain, garlic parmesan or cinnamon sugar pita chips",,,,Snack
Islands of Adventure,DR. SUGRUE,Single Serve Coca-Cola Freestyle® cup,$4.79 ,Enjoy more than 100 drink choices with the Coca-Cola Freestyle® single-serve cup.,,,,Beverage
Islands of Adventure,DR. SUGRUE,Powerade,$5.05 ,"Fruit Punch, Mountain Berry Blast",,,,Beverage
Islands of Adventure,DR. SUGRUE,Premium Bottled Water,$6.00 ,,,,,Beverage
Islands of Adventure,DR. SUGRUE,Coca-Cola Freestyle® Souvenir Cup,$19.99 ,"Enjoy more than 100 drink choices and refills thru the day* with the Coca-Cola Freestyle® souvenir cup. Get 3–6 souvenir cups for $15.99 each, 2 for $17.99 each, or 1 for $19.99 at participating Coca-Cola Freestyle® locations.*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.",,,,Beverage
Islands of Adventure,DR. SUGRUE,Extra day of refills for Freestyle® Cup,$12.99 ,Add an extra day of refills thru the day* to your previously purchased Coca-Cola Freestyle® Souvenir Cup*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.,,,,Beverage
Islands of Adventure,DR. SUGRUE,Miller Lite,$10.75 ,,,,,Beverage
Islands of Adventure,DR. SUGRUE,Michelob Ultra,$10.75 ,,,,,Beverage
Islands of Adventure,DR. SUGRUE,Modelo,$11.75 ,,,,,Beverage
Islands of Adventure,DR. SUGRUE,High Noon Pineapple Seltzer,$13.00 ,,,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Wellington Double Stack Cheeseburger Combo,$25.99 ,"2 each 5.3 oz grilled Angus beef patties, Cheddar cheese, tomato, lettuce, pickle, onions, special sauce, served with French fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Wellington Double Stack Cheeseburger Platter,$21.49 ,"2 each 5.3 oz grilled Angus beef patties, Cheddar cheese, tomato, lettuce, pickle, onions, special sauce, served with French fries",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Golden BBQ Pulled Pork Sandwich Combo,$22.99 ,"smoked gouda and cheddar sauce, citrus slaw, everything pretzel roll, served with French fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Golden BBQ Pulled Pork Sandwich Platter,$18.49 ,"smoked gouda and cheddar sauce, slaw with citrus vinaigrette on an everything pretzel roll, served with French fries",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Grilled Tuscan Chicken Sandwich Combo,$20.49 ,"toasted focaccia, provolone, mozzarella, arugula, tomato, sun-dried tomato aioli, served with fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Grilled Tuscan Chicken Sandwich Platter,$15.99 ,"toasted focaccia, provolone, mozzarella, arugula, tomato, sun-dried tomato aioli, served with fries",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Jumbo Pepperoni Pizza Combo,$23.49 ,"pepperoni, tomato sauce, mozzarella cheese, side Caesar salad, served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Jumbo Pepperoni Pizza Platter,$18.99 ,"pepperoni, tomato sauce, mozzarella cheese, side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Jumbo Cheese Pizza Combo,$22.49 ,"tomato sauce, mozzarella cheese, side Caesar salad, served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Jumbo Cheese Pizza Platter,$17.99 ,"tomato sauce, mozzarella cheese, side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Grilled Tuscan Chicken Caesar Salad Combo,$19.49 ,"seasoned grilled breast, romaine lettuce, Caesar dressing, crisp croutons, parmesan cheese served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Grilled Tuscan Chicken Caesar Salad,$14.99 ,"seasoned grilled breast, romaine lettuce, Caesar dressing, crisp croutons, parmesan cheese",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Crispy Orange Chicken Combo,$23.49 ,"steamed broccoli, rice, scallions, orange chili glaze, toasted sesame seeds, served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Crispy Orange Chicken,$18.99 ,"steamed broccoli, rice, scallions, orange chili glaze, toasted sesame seeds",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Crispy Orange Tofu Combo,$23.49 ,"steamed broccoli, rice, scallions, orange chili glaze, toasted sesame seeds, served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Crispy Orange Tofu,$18.99 ,"steamed broccoli, rice, scallions, orange chili glaze, toasted sesame seeds",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Teriyaki BBQ Stir Fry Combo,$24.49 ,"wok seared marinated beef, stir fry vegetables, steamed rice, scallions, soy garlic ginger sauce, toasted sesame seeds, served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Teriyaki BBQ Stir Fry,$19.99 ,"wok seared marinated beef, stir fry vegetables, steamed rice, scallions, soy garlic ginger sauce, toasted sesame seeds",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Chicken Tikka Masala Combo,$23.49 ,"spiced chicken thigh, steamed rice, cilantro, cucumber riata, garlic naan bread, served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Chicken Tikka Masala,$18.99 ,"spiced chicken thigh, steamed rice, cilantro, cucumber riata, garlic naan bread",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,French Fries,$5.49 ,,,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Crispy Onion Rings,$6.49 ,,,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Steamed Rice,$5.49 ,,,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Garlic Knots,$4.99 ,"house made dough, garlic herb butter, marinara sauce",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Classic Caesar Salad,$6.99 ,"romaine lettuce, Caesar dressing, crisp croutons, parmesan cheese",,,,Lunch/Dinner
Islands of Adventure,COMIC STRIP CAFE,Warm Chocolate Peanut Butter Cookie Sundae,$9.49 ,"fresh baked peanut butter cookie, chocolate ice cream, chopped peanuts",,,,Dessert
Islands of Adventure,COMIC STRIP CAFE,Pineapple Bowl,$6.29 ,,,,,Side
Islands of Adventure,COMIC STRIP CAFE,Watermelon Bowl,$6.29 ,,,,,Side
Islands of Adventure,COMIC STRIP CAFE,Chocolate Chip Cookie,$5.29 ,,,,,Dessert
Islands of Adventure,COMIC STRIP CAFE,Coca-Cola Freestyle® Souvenir Cup,$19.99 ,"Enjoy more than 100 drink choices and refills thru the day* with the Coca-Cola Freestyle® souvenir cup. Get 3–6 souvenir cups for $15.99 each, 2 for $17.99 each, or 1 for $19.99 at participating Coca-Cola Freestyle® locations.*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.",,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Extra day of refills for Freestyle® Cup,$12.99 ,Add an extra day of refills thru the day* to your previously purchased Coca-Cola Freestyle® Souvenir Cup*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.,,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Single Serve Coca-Cola Freestyle® cup,$4.79 ,Enjoy more than 100 drink choices with the Coca-Cola Freestyle® single-serve cup.,,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Powerade,$5.05 ,"Fruit Punch, Mountain Berry Blast",,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Minute Maid Juice,$3.99 ,"apple, orange",,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Premium Bottled Water,$6.00 ,,,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Hot Beverages,$4.79 ,"coffee, decaf, hot cocoa, hot tea",,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Draft Beer,$11 ,"Yuengling, Michelob ULTRA, Miller Lite $11.50Modelo $12.50",,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Souvenir Pilsner,$11.50 ,"Yuengling, Michelob ULTRA, Miller Lite $11.50Modelo $15.50",,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,High Noon Pineapple Seltzer,$13.00 ,,,,,Beverage
Islands of Adventure,COMIC STRIP CAFE,Athletic Brewing Co.®,$10.75 ,,,,,Beverage
Islands of Adventure,DAGWOOD'S,Dagwood Sandwich Combo,$19.49 ,"ham, roast beef, turkey, pimento cheese spread, aged Swiss, special sauce, lettuce, tomato, shaved red onion, onion poppy roll",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Dagwood Sandwich Platter,$14.99 ,"ham, roast beef, turkey, pimento cheese spread, aged Swiss, special sauce, lettuce, tomato, shaved red onion, onion poppy roll",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mr. Julius Caesar Dithers Chopped Italian Sandwich Combo,$18.49 ,"pepperoni, salami, soppressata, capicola provolone cheese, pepperoncini, tomato, roasted red peppers, red onions, chopped lettuce, pesto vinaigrette, crusty bread",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mr. Julius Caesar Dithers Chopped Italian Sandwich,$13.99 ,"pepperoni, salami, soppressata, capicola provolone cheese, pepperoncini, tomato, roasted red peppers, red onions, chopped lettuce, pesto vinaigrette, crusty bread",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Lou's BBQ Pork Slider Combo,$19.49 ,"slow smoked pork, pickled onions, roasted tomato aioli, gouda cheese, golden BBQ sauce, arugula, pretzel roll",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Lou's BBQ Pork Slider Platter,$14.99 ,"slow smoked pork, pickled onions, roasted tomato aioli, gouda cheese, golden BBQ sauce, arugula, pretzel roll",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mac and Cheese Cheeseburger Combo,$19.49 ,"cavatappi pasta, white cheddar, gouda cheese sauce, cooked burger, diced pickle relish, diced red onion, diced tomato and red pepper aioli",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mac and Cheese Cheeseburger,$14.99 ,"cavatappi pasta, white cheddar, gouda cheese sauce, cooked burger, diced pickle relish, diced red onion, diced tomato and red pepper aioli",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mac and Cheese Pulled Pork Combo,$19.49 ,"cavatappi pasta, slow smoked pork, white cheddar gouda cheese sauce, parmesan herb crumb, golden BBQ sauce, scallions",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mac and Cheese Pulled Pork,$14.99 ,"cavatappi pasta, slow smoked pork, white cheddar gouda cheese sauce, parmesan herb crumb, golden BBQ sauce, scallions",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mac and Cheese Combo,$17.49 ,"cavatappi pasta, white cheddar gouda cheese sauce",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Mac and Cheese,$12.99 ,"cavatappi pasta, white cheddar gouda cheese sauce",,,,Lunch/Dinner
Islands of Adventure,DAGWOOD'S,Smore's Cookie,$6.29 ,"warm baked with chocolate chunks, marshmallows, crumbled graham crackers",,,,Dessert
Islands of Adventure,DAGWOOD'S,Chocolate Chip Cookie,$5.29 ,,,,,Dessert
Islands of Adventure,DAGWOOD'S,Pineapple Bowl,$6.29 ,,,,,Side
Islands of Adventure,DAGWOOD'S,Watermelon Bowl,$6.29 ,,,,,Side
Islands of Adventure,DAGWOOD'S,Southern Red Bliss Potato Salad,$2.99 ,,,,,Side
Islands of Adventure,DAGWOOD'S,Creamy Coleslaw,$2.79 ,,,,,Side
Islands of Adventure,DAGWOOD'S,Chips,$4.99 ,,,,,Snack
Islands of Adventure,DAGWOOD'S,Colossal Kosher Dill Pickle,$2.39 ,,,,,Other
Islands of Adventure,DAGWOOD'S,Coca-Cola Freestyle® Souvenir Cup,$19.99 ,"Enjoy more than 100 drink choices and refills thru the day* with the Coca-Cola Freestyle® souvenir cup. Get 3–6 souvenir cups for $15.99 each, 2 for $17.99 each, or 1 for $19.99 at participating Coca-Cola Freestyle® locations.*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.",,,,Beverage
Islands of Adventure,DAGWOOD'S,Extra day of refills for Coca-Cola freestyle® Souvenir Cup,$12.99 ,Add an extra day of refills thru the day* to your previously purchased Coca-Cola Freestyle® Souvenir Cup*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.,,,,Beverage
Islands of Adventure,DAGWOOD'S,Fountain Soda,$4.79 ,"Coca-Cola, Coke Zero Sugar, Diet Coke, Sprite, Minute Maid Lemonade",,,,Beverage
Islands of Adventure,DAGWOOD'S,Powerade,$5.05 ,"Fruit Punch, Mountain Berry Blast",,,,Beverage
Islands of Adventure,DAGWOOD'S,Premium Bottled Water,$6.00 ,,,,,Beverage
Islands of Adventure,DAGWOOD'S,Milk,$4.29 ,choice of 2% or chocolate,,,,Beverage
Islands of Adventure,DAGWOOD'S,Coffee,$4.79 ,,,,,Beverage
Islands of Adventure,DAGWOOD'S,Bottled Beer,$11.75 ,"Mich Ultra, Miller Lite, Sierra Nevada® Hazy Little Thing, Modelo Especial 11.75",,,,Beverage
Islands of Adventure,DAGWOOD'S,High Noon Pineapple Seltzer,$13.00 ,,,,,Beverage
Cabana Bay,Bayliner Diner,Cheese Pizza,$11.00 ,House-made dough with tomato sauce and mozzarella cheese,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Pepperoni Pizza,$12.00 ,"House-made dough with tomato sauce, mozzarella, and pepperoni",,,,Lunch/Dinner
Cabana Bay,The Hideaway Bar and Grill,Hideaway Burger,$15.00 ,"Beef patty, Swiss cheese, mushrooms, and onions on a brioche bun",,,,Lunch/Dinner
Cabana Bay,The Hideaway Bar and Grill,Island Chicken Sandwich,$14.00 ,"Grilled chicken breast, pineapple salsa, and pepper jack cheese",,,,Lunch/Dinner
Cabana Bay,The Hideaway Bar and Grill,Hideaway Punch,$14.00 ,"Rum, pineapple juice, orange juice, and grenadine",,,,Lunch/Dinner
Cabana Bay,The Hideaway Bar and Grill,Chardonnay,$10.00 ,House selection glass,,,,Lunch/Dinner
Cabana Bay,Atomic Tonic,Atomic Wings,$13.00 ,"Choice of Buffalo or BBQ sauce, served with celery and blue cheese",,,,Lunch/Dinner
Cabana Bay,Atomic Tonic,Mediterranean Salad,$11.00 ,"Romaine, tomatoes, cucumbers, feta, and kalamata olives",,,,Lunch/Dinner
Cabana Bay,Atomic Tonic,The Atomic Tonic,$14.00 ,"Vodka, gin, rum, tequila, and blue curacao with sour mix",,,,Beverage
Cabana Bay,Atomic Tonic,Cabernet Sauvignon,$11.00 ,House selection glass,,,,Beverage
Cabana Bay,Bayliner Diner,"Bacon, Egg & Cheese Croissant",$11.25 ,Served with choice of breakfast potatoes or fresh fruit,,,,Breakfast
Cabana Bay,Bayliner Diner,Flatbread Wrap,$11.00 ,"Scrambled eggs, jalapeño jack cheese, peppers and tomatoes",,,,Breakfast
Cabana Bay,Bayliner Diner,Smoked Salmon Bagel,$12.75 ,"Bagel with smoked salmon, cream cheese, onions and capers",,,,Breakfast
Cabana Bay,Bayliner Diner,Belgian Waffle,$13.00 ,"Maple syrup, strawberries and whipped cream",,,,Breakfast
Cabana Bay,Bayliner Diner,Jumbo Buttermilk Pancakes,$13.00 ,Maple syrup and choice of one side item,,,,Breakfast
Cabana Bay,Bayliner Diner,Create Your Own Omelet,$14.00 ,"Onions, Tomatoes, Spinach, Mushrooms, Ham, Peppers, Cheeses, and Bacon",,,,Breakfast
Cabana Bay,Bayliner Diner,Western Omelet,$13.50 ,"Ham, onions, and peppers with choice of side",,,,Breakfast
Cabana Bay,Bayliner Diner,Ham and Cheese Omelet,$13.00 ,Smoked ham and cheddar cheese with choice of side,,,,Breakfast
Cabana Bay,Bayliner Diner,Breakfast Platter,$12.00 ,"Scrambled eggs, choice of bacon or sausage, breakfast potatoes, and biscuit",,,,Breakfast
Cabana Bay,Bayliner Diner,Side of Bacon,$4.00 ,Three strips of crispy bacon,,,,Breakfast
Cabana Bay,Bayliner Diner,Side of Sausage,$4.00 ,Two sausage patties,,,,Breakfast
Cabana Bay,Bayliner Diner,Breakfast Potatoes,$3.50 ,Seasoned diced potatoes,,,,Breakfast
Cabana Bay,Bayliner Diner,Biscuit,$2.50 ,Single warm biscuit,,,,Breakfast
Cabana Bay,Bayliner Diner,Fresh Fruit Cup,$4.50 ,Seasonal mixed fruit,,,,Breakfast
Cabana Bay,Bayliner Diner,Yogurt Parfait,$6.00 ,"Vanilla yogurt, granola, and fresh berries",,,,Breakfast
Cabana Bay,Bayliner Diner,Turkey & Swiss Sandwich,$11.00 ,"Smoked turkey, swiss cheese, lettuce, tomato and dijonnaise on a multi-grain roll",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Ham & Cheese Sandwich,$11.00 ,"Smoked ham, cheddar cheese, lettuce and tomato on a sourdough roll",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Garden Salad,$9.00 ,"Mixed greens, tomatoes, cucumbers, carrots and croutons with choice of dressing",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Tuna Salad Sandwich,$11.00 ,"House-made tuna salad, lettuce and tomato on a multi-grain roll",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Roast Beef & Provolone Sandwich,$12.00 ,"Roast beef, provolone, lettuce, tomato and horseradish cream on a sourdough roll",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Cheese Pizza - Whole,$30.00 ,House-made dough with tomato sauce and mozzarella cheese,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Cheese Pizza - Slice,$11.00 ,House-made dough with tomato sauce and mozzarella cheese,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Pepperoni Pizza - Whole,$32.00 ,"House-made dough with tomato sauce, mozzarella and pepperoni",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Pepperoni Pizza - Slice,$12.00 ,"House-made dough with tomato sauce, mozzarella and pepperoni",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Baked Ziti,$12.00 ,"Ziti pasta with marinara, ricotta and mozzarella cheese",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Spaghetti & Meatballs,$13.00 ,Spaghetti pasta with marinara and beef meatballs,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Garlic Breadsticks,$4.00 ,Two warm breadsticks with garlic butter and herbs,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Roasted Chicken,$15.00 ,"Served with yellow rice, black beans and plantains",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Beef Churrasco,$17.00 ,"Grilled beef with chimichurri, yellow rice and black beans",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Pork Pernil,$15.00 ,Slow roasted pork with yellow rice and black beans,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Cheese Quesadilla,$10.00 ,"Flour tortilla with blend of cheeses, sour cream and salsa",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Chicken Quesadilla,$12.00 ,"Flour tortilla with grilled chicken, cheeses, sour cream and salsa",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Bayliner Burger,$14.00 ,"1/2 lb. beef patty, American cheese, lettuce, tomato and onion on a brioche bun",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Chicken Tenders,$12.00 ,Served with French fries and choice of dipping sauce,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Beyond Burger,$15.00 ,"Plant-based patty, lettuce, tomato and onion on a brioche bun",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Grilled Chicken Sandwich,$13.00 ,"Grilled chicken breast, lettuce, tomato and onion on a brioche bun",,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Hot Dog,$10.00 ,All-beef hot dog on a bun served with French fries,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Side of French Fries,$4.50 ,Large portion of crispy French fries,,,,Lunch/Dinner
Cabana Bay,Bayliner Diner,Side of Onion Rings,$5.50 ,Large portion of beer-battered onion rings,,,,Lunch/Dinner
